Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Price / Canada,Compare At Price / Canada,Status
yolanda-zip-pouch,Yolanda Zip Pouch,"<p>This small zip pouch features a fun floral pattern! The pop of purple on the inside brings a touch of royalty as you store all your essentials neatly away and bonus, it transitions easily from bag to bag so you are never without your favorite mascara or your go-to necklace.</p>
<p>Handcrafted by a woman artisan on our team who is in recovery, we hope you will choose to carry this pouch with pride, knowing you are making a sustainable purchase while creating possibilities for her to thrive in her sobriety. </p>
<ul>
<li>100% upcycled fabric</li>
<li>Dimensions: 8"" x 6"" </li>
<li>Liner: Purple fabric</li>
<li>Gold-tone hardware</li>
<li>Zip closure</li>
</ul>
<p style=""text-align: center;""> </p>
<p style=""text-align: center;""><em>Handcrafted by a woman winning her battle with addiction. <br>100% of your purchase goes toward our mission of ending the addiction relapse cycle.<br></em><em> #createpossibilities</em></p>",Unshattered,,Zip Pouch,"2022 Fall Collection, amberlee, Price_$0 - $100, September2022, Size_Small, Style_Zip Pouch",true,Title,Default Title,,,,,2022FAllCollection,226.796185,shopify,deny,manual,28.00,,true,true,'77118013,https://cdn.shopify.com/s/files/1/2608/1584/products/Misc.FallBags-1200.png?v=1663902124,1,,false,,,,,,,,,,,,,,,,,lb,,,,,active
yolanda-zip-pouch,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/Misc.FallBags-1201.png?v=1663902124,2,,,,,,,,,,,,,,,,,,,,,,,,
tara-zip-pouch,Tara Zip Pouch,"<p>This small zip pouch is made from reclaimed manufacturing fabric. Featuring a neutral striped pattern, this pouch is an unique addition to your fall wardrobe. The slim profile makes it fit easily inside your larger bags.</p>
<p>We hope you will choose to carry this pouch with pride, knowing you are making a sustainable purchase while creating possibilities for our team of women in recovery.</p>
<ul>
<li>100% upcycled fabric</li>
<li>Dimensions: 8"" x 6"" </li>
<li>Liner: Brown fabric</li>
<li>Gold-tone hardware</li>
<li>Zip closure</li>
</ul>
<p style=""text-align: center;""> </p>
<p style=""text-align: center;""><em>Handcrafted by a woman winning her battle with addiction. <br>100% of your purchase goes toward our mission of ending the addiction relapse cycle.<br></em><em> #createpossibilities</em></p>",Unshattered,,Zip Pouch,"2022 Fall Collection, amberlee, Price_$0 - $100, September2022, Size_Small, Style_Zip Pouch",true,Title,Default Title,,,,,2022FAllCollection,226.796185,shopify,deny,manual,28.00,,true,true,'76986941,https://cdn.shopify.com/s/files/1/2608/1584/products/Misc.FallBags-1186.png?v=1663902073,1,,false,,,,,,,,,,,,,,,,,lb,,,,,active
tara-zip-pouch,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/Misc.FallBags-1187.png?v=1663902073,2,,,,,,,,,,,,,,,,,,,,,,,,
cindy-zip-pouch,Cindy Zip Pouch,"<p>This small zip pouch is made from reclaimed manufacturing fabric. Featuring a geometric pattern with blue accents, this pouch is uniquely designed and handcrafted by a woman on our team in recovery! Store all your essentials neatly away and bonus, it transitions easily from bag to bag so you are never without your favorite lip gloss or those emergency pair of earrings.</p>
<p>We hope you will choose to carry this pouch with pride, knowing you are making a sustainable purchase while creating possibilities for women in recovery. </p>
<ul>
<li>100% upcycled fabric</li>
<li>Dimensions: 8"" x 6"" </li>
<li>Liner: Tan fabric</li>
<li>Gold-tone hardware</li>
<li>Zip closure</li>
</ul>
<p style=""text-align: center;""> </p>
<p style=""text-align: center;""><em>Handcrafted by a woman winning her battle with addiction. <br>100% of your purchase goes toward our mission of ending the addiction relapse cycle.<br></em><em> #createpossibilities</em></p>",Unshattered,,Zip Pouch,"2022 Fall Collection, amberlee, Price_$0 - $100, September2022, Size_Small, Style_Zip Pouch",true,Title,Default Title,,,,,2022FAllCollection,226.796185,shopify,deny,manual,28.00,,true,true,'74005053,https://cdn.shopify.com/s/files/1/2608/1584/products/Misc.FallBags-1172.png?v=1663902027,1,,false,,,,,,,,,,,,,,,,,lb,,,,,active
cindy-zip-pouch,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/Misc.FallBags-1177.png?v=1663902027,2,,,,,,,,,,,,,,,,,,,,,,,,
shane-large-zip-pouch-1,Shane Large Zip Pouch,"<meta charset=""utf-8"">
<p>Add a touch of elegance to your ensemble with this lovely floral zip pouch! Large enough to carry everything from your at home office set up of mouse, charger and headphones to your essential makeup kit, yet slim enough to fit inside almost any bag, this zip pouch is the perfect accessory. </p>
<p>Made by a woman in recovery on our team, this bag creates possibilities for her to sustain her sobriety through its purchase. <br></p>
<p><strong>Details:<br></strong></p>
<ul>
<li>Dimensions 11"" x 7""<br>
</li>
<li>Zip closure<br>
</li>
<li>Two interior sidewall pockets</li>
<li>Liner: Neutral fabric</li>
</ul>
<p style=""text-align: center;""><em><br>Handcrafted by a woman winning her battle against addiction. 100% of your purchase goes to provide employment and job skills training for women in recovery! <br>#createpossibilities</em></p>",Unshattered,,Zip Pouch,"2022 Fall Collection, amberlee, lois, Price_$0 - $100, September2022, Size_Small, Style_Zip Pouch, sustainablefashion",true,Title,Default Title,,,,,2022FAllCollection,453.59237,shopify,deny,manual,45.00,,true,true,'37634877,https://cdn.shopify.com/s/files/1/2608/1584/products/Misc.FallBags-1155.png?v=1663901874,1,,false,,,,,,,,,,,,,,,,,lb,,,,,active
shane-large-zip-pouch-1,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/Misc.FallBags-1165.png?v=1663901874,2,,,,,,,,,,,,,,,,,,,,,,,,
dana-large-zip-pouch,Dana Large Zip Pouch,"<meta charset=""utf-8"">
<p>This zip pouch is the perfect autumn accessory. You can it as a statement clutch, or it transitions seamlessly into your go-to larger bag to keep your essentials close at hand! You can carry your favorite lipstick, phone and cards inside, or use it to organize your emergency phone charger and headphones.</p>
<p>Made from a stunning dragon fly patterned fabric, this is truly your next versatile zip pouch that not only keeps your things organized, but creates possibilities for women in recovery through its purchase. <br></p>
<p><strong>Details:<br></strong></p>
<ul>
<li>Dimensions 11"" x 7""<br>
</li>
<li>Zip closure<br>
</li>
<li>Two interior sidewall pockets</li>
<li>Liner: Striped fabric</li>
</ul>
<p style=""text-align: center;""><em><br>Handcrafted by a woman winning her battle against addiction. 100% of your purchase goes to provide employment and job skills training for women in recovery! <br>#createpossibilities</em></p>",Unshattered,,Zip Pouch,"2022 Fall Collection, lois, Price_$0 - $100, September2022, Size_Small, Style_Zip Pouch, sustainablefashion",true,Title,Default Title,,,,,2022FAllCollection,453.59237,shopify,deny,manual,45.00,,true,true,'36487997,https://cdn.shopify.com/s/files/1/2608/1584/products/Misc.FallBags-1133.png?v=1663901905,1,,false,,,,,,,,,,,,,,,,,lb,,,,,active
dana-large-zip-pouch,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/Misc.FallBags-1142.png?v=1663901905,2,,,,,,,,,,,,,,,,,,,,,,,,
sandretta-large-zip-pouch,Sandretta Large Zip Pouch,"<meta charset=""utf-8"">
<p>This large zip pouch is as beautiful as a tapestry! Handcrafted from upcycled manufacturing remnants, it is as durable as it is gorgeous. Stay organized as you transition easily from bag to bag with this pouch holding all your favorite accessories! Large enough to hold tissue packs, mints, pen, small notebook and more. </p>
<p>Made in Hudson Valley, NY by a woman artisan on our team, your purchase of this pouch creates possibilities for her to thrive in her sobriety. <br></p>
<p><strong>Details:<br></strong></p>
<ul>
<li>Dimensions 11"" x 7""<br>
</li>
<li>Zip closure<br>
</li>
<li>Two interior sidewall pockets</li>
<li>Liner: Dragonfly patterned fabric</li>
</ul>
<p style=""text-align: center;""><em><br>Handcrafted by a woman winning her battle against addiction. 100% of your purchase goes to provide employment and job skills training for women in recovery! <br>#createpossibilities</em></p>",Unshattered,,Zip Pouch,"2022 Fall Collection, amberlee, lois, Price_$0 - $100, September2022, Size_Small, Style_Zip Pouch, sustainablefashion",true,Title,Default Title,,,,,2022FAllCollection,453.59237,shopify,deny,manual,45.00,,true,true,'31540029,https://cdn.shopify.com/s/files/1/2608/1584/products/Misc.FallBags-1115.png?v=1663901839,1,,false,,,,,,,,,,,,,,,,,lb,,,,,active
sandretta-large-zip-pouch,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/Misc.FallBags-1123.png?v=1663901840,2,,,,,,,,,,,,,,,,,,,,,,,,
milagro-large-zip-pouch,Milagro Large Zip Pouch,"<meta charset=""utf-8"">
<p>This zip pouch is a fun statement piece! You can carry it as a clutch, or store it inside a larger bag to keep your essentials close at hand! Carry your emergency eyebrow pencil, mints, phone, cards and more! Plus with a premium vinyl liner, you can wipe the inside clean!</p>
<p>Made from upcycled manufacturing fabric in a stunning floral pattern, this is truly your next versatile zip pouch that not only keeps your things organized, but creates possibilities for our team of women in recovery through its purchase. <br></p>
<p><strong>Details:<br></strong></p>
<ul>
<li>Dimensions 11"" x 7""<br>
</li>
<li>Zip closure<br>
</li>
<li>Two interior sidewall pockets</li>
<li>Liner: Light blue vinyl</li>
</ul>
<p style=""text-align: center;""><em><br>Handcrafted by a woman winning her battle against addiction. 100% of your purchase goes to provide employment and job skills training for women in recovery! <br>#createpossibilities</em></p>",Unshattered,,Zip Pouch,"2022 Fall Collection, amberlee, lois, Price_$0 - $100, September2022, Size_Small, Style_Zip Pouch, sustainablefashion",true,Title,Default Title,,,,,2022FAllCollection,453.59237,shopify,deny,manual,45.00,,true,true,'75965501,https://cdn.shopify.com/s/files/1/2608/1584/products/Misc.FallBags-1092.png?v=1663901809,1,,false,,,,,,,,,,,,,,,,,lb,,,,,active
milagro-large-zip-pouch,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/Misc.FallBags-1110.png?v=1663901809,2,,,,,,,,,,,,,,,,,,,,,,,,
ruth-large-zip-pouch,Ruth Large Zip Pouch,"<meta charset=""utf-8"">
<p>This zip pouch is a gorgeous accessory that holds all your essentials. Large enough to carry your favorite lipstick, phone, mints and more inside this elegant pouch. You can use it as a clutch and it transitions seamlessly into your go-to larger bag keep your things organized. </p>
<p>Handcrafted from upcycled manufacturing scrap in an elegant floral pattern with a black background, When you purchase this pouch, you create possibilities for our team of women artisans in recovery.<br></p>
<p><strong>Details:<br></strong></p>
<ul>
<li>Dimensions 11"" x 7""<br>
</li>
<li>Zip closure<br>
</li>
<li>Two interior sidewall pockets</li>
<li>Liner: Your choice of stripes or solid fabric</li>
</ul>
<p style=""text-align: center;""><em><br>Handcrafted by a woman winning her battle against addiction. 100% of your purchase goes to provide employment and job skills training for women in recovery! <br>#createpossibilities</em></p>",Unshattered,,Zip Pouch,"2022 Fall Collection, lois, Price_$0 - $100, Size_Small, Style_Zip Pouch, Sustainable Material_Leather Free, sustainablefashion, zip",true,Interior,Ruth - Stripes,,,,,2022FAllCollection,453.59237,shopify,deny,manual,45.00,,true,true,'72137277,https://cdn.shopify.com/s/files/1/2608/1584/products/Misc.FallBags-1071.png?v=1663901517,1,,false,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/Misc.FallBags-1073.png?v=1663901525,lb,,,,,active
ruth-large-zip-pouch,,,,,,,,,Colleen - Solid,,,,,2022FAllCollection,453.59237,shopify,deny,manual,45.00,,true,true,'72170045,https://cdn.shopify.com/s/files/1/2608/1584/products/Misc.FallBags-1073.png?v=1663901525,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/Misc.FallBags-1087.jpg?v=1663901702,lb,,,,,
ruth-large-zip-pouch,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/Misc.FallBags-1087.jpg?v=1663901702,3,,,,,,,,,,,,,,,,,,,,,,,,
tracey-large-zip-pouch,Tracey Large Zip Pouch,"<meta charset=""utf-8"">
<p>This zip pouch has a colorful geometric pattern that brings a touch of whimsy to your ensemble.  You can it as a statement clutch, and it transitions seamlessly into your favorite larger bag to keep your essentials neatly organized!</p>
<p>Handcrafted by a woman on our team, this pouch creates possibilities for her to thrive in her sobriety through its purchase. <br></p>
<p><strong>Details:<br></strong></p>
<ul>
<li>Dimensions 11"" x 7""<br>
</li>
<li>Zip closure<br>
</li>
<li>Two interior sidewall pockets</li>
<li>Liner: Neutral fabric</li>
</ul>
<p style=""text-align: center;""><em><br>Handcrafted by a woman winning her battle against addiction. 100% of your purchase goes to provide employment and job skills training for women in recovery! <br>#createpossibilities</em></p>",Unshattered,,Zip Pouch,"2022 Fall Collection, lois, Price_$0 - $100, silver vinyl, Size_Small, Style_Zip Pouch, Sustainable Material_Leather Free, sustainablefashion, zip",true,Title,Default Title,,,,,2022FAllCollection,453.59237,shopify,deny,manual,45.00,,true,true,'53355581,https://cdn.shopify.com/s/files/1/2608/1584/products/Misc.FallBags-1059.png?v=1663901487,1,,false,,,,,,,,,,,,,,,,,lb,,,,,active
tracey-large-zip-pouch,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/Misc.FallBags-1061.png?v=1663901487,2,,,,,,,,,,,,,,,,,,,,,,,,
kristen-large-zip-pouch,Kristen Large Zip Pouch,"<meta charset=""utf-8"">
<p>This zip pouch is the size you need to keep your accessories close at hand as you transition seamlessly from your small bag into your go-to larger bag! You can carry your mints, favorite mascara, and phone inside, or use it to organize your emergency phone charger and headphones.</p>
<p>Made from upcycled manufacturing fabric in muted colors, this is truly your next versatile zip pouch that not only keeps your things organized, but creates possibilities for women in recovery through its purchase. <br></p>
<p><strong>Details:<br></strong></p>
<ul>
<li>100% upcycled fabrics</li>
<li>Dimensions 11"" x 7""<br>
</li>
<li>Zip closure<br>
</li>
<li>Two interior sidewall pockets</li>
<li>Liner: Tan patterned fabric</li>
</ul>
<p style=""text-align: center;""><em><br>Handcrafted by a woman winning her battle against addiction. 100% of your purchase goes to provide employment and job skills training for women in recovery! <br>#createpossibilities</em></p>",Unshattered,,Zip Pouch,"2022 Fall Collection, lois, Price_$0 - $100, Size_Small, Style_Zip Pouch, sustainablefashion, zip",true,Title,Default Title,,,,,2022FAllCollection,453.59237,shopify,deny,manual,45.00,,true,true,'52077629,https://cdn.shopify.com/s/files/1/2608/1584/products/Misc.FallBags-1043.png?v=1663901452,1,,false,,,,,,,,,,,,,,,,,lb,,,,,active
kristen-large-zip-pouch,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/Misc.FallBags-1047.png?v=1663901453,2,,,,,,,,,,,,,,,,,,,,,,,,
sharida-tote,Sharida Tote,"<meta charset=""utf-8"">
<p>This mixed media tote is part of our Santa Fe collection. Handcrafted from upcycled fabric in a beautiful geometric pattern that is paired with UltraFabric's premium vinyl, this gorgeous bag is the perfect statement piece to carry with you this fall. Large enough to hold a small laptop, book, wallet, keys and more!</p>
<p>Handcrafted by a woman in recovery in Hudson Valley, NY, when you purchase this tote, you are creating possibilities for her to sustain her sobriety. <br></p>
<p><strong>Details:</strong></p>
<ul>
<li>100% upcycled fabrics</li>
<li>Dimensions: 15"" x 5"" x 13""</li>
<li>Three internal sidewall pockets</li>
<li>Liner: Beige Fabric</li>
<li>Gold-tone hardware</li>
</ul>
<br>
<p style=""text-align: center;""><em>Handcrafted by a woman winning her battle against addiction. <br>#createpossibilities</em></p>",Unshattered,,Tote,"2022 Fall Collection, Aztec Drop, Color_Multicolor, Geometric Pattern, lois, Price_$100 - $150, Santa Fe Collection, shoulder, Size_Medium, Style_Tote, Sustainable Material_Leather Free, Sustainable Material_Vinyl, tiffany, Tote",true,Title,Default Title,,,,,2022FAllCollection,1360.77711,shopify,deny,manual,129.00,,true,true,'50734909,https://cdn.shopify.com/s/files/1/2608/1584/products/SantaFeTote-Green.jpg?v=1663786524,1,,false,,,,,,,,,,,,,,,,,lb,,,,,active
sharida-tote,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/2608/1584/products/Misc.AztecCollectionandComputerBAg-972.jpg?v=1663786524,2,Sharida Interior,,,,,,,,,,,,,,,,,,,,,,,
elaina-small-messenger,Elaina Messenger,"<meta charset=""utf-8"">
<p>Part of our Santa Fe collection, this beautiful messenger features two internal sidewall pockets, an adjustable strap, and a magnetic snap closure.</p>
<p>The perfect size bag to carry your tablet, book and snack as you cruise around this fall!</p>
<p>Designed and crafted by a women winning her battle against addiction, this bag is a metaphor of a life remade. While this gorgeous fabric was the star of a beautiful remodel, the excess was headed for a landfill until we turned it back into something beautiful. Just like the lives of the women we employ, beauty made from brokenness. </p>
<h4>Details:</h4>
<ul>
<li>100% upcycled fabric</li>
<li>Dimensions: 11"" x 10"" x 2""</li>
<li>Liner: Rose-mauve fabric<br>
</li>
<li>Two internal sidewall pockets</li>
<li>Adjustable strap</li>
<li>Gold-tone hardware</li>
<li>Magnetic snap closure</li>
</ul>
<p> </p>
<p style=""text-align: center;""><em>Handcrafted by a woman winning her fight against addiction.<br></em><em>#createpossibilities</em></p>",Unshattered,,Messenger,"2022 Fall Collection, brown vinyl, Color_Multicolor, crossbody, lois, Price_$100 - $150, Santa Fe Collection, shoulder, Size_Medium, soft, Style_Messenger, Sustainable Material_Leather Free, Sustainable Material_Vinyl, tiffany",true,Title,Default Title,,,,,2022FAllCollection,907.18474,shopify,deny,manual,119.00,,true,true,'22062909,https://cdn.shopify.com/s/files/1/2608/1584/products/SanteFaeMessenger.jpg?v=1663774315,1,,false,,,,,,,,,,,,,,,,,lb,,,,,active
